District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Mandal,Count,Capacity,,Sub basin,Count,Capacity
,,,,,,,,Raganipalle (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Ragasamudram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Raghavapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raghunadhapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ragigunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ragolu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ragulapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raikurudu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajagopalapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajakumaravenkata Bahadurpet,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rajanagaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajanam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rajapudi,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rajapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajavolu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rajolupadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Raju Palem,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rajulaguruvaiahpalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rajupalem,7,0.002471,,,,,,,,,,,,
,,,,,,,,Rajupalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Rajupeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rajuvari Chintala Palem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Raketla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ralla Anantapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rallabaduguru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Rallahalli,7,0.002471,,,,,,,,,,,,
,,,,,,,,Rallakothuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rallakuppam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramachandra Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramachandrapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Ramagiri,15,0.005295,,,,,,,,,,,,
,,,,,,,,Ramagopalapuram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Ramakuppam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramalinga Puram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ramapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ramarajupalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ramasagaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ramavari Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramayapalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramayapatnam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramayyavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ramireddigaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rampuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ramulaveedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rana,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ranga Samudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rangannagari Gadda,4,0.001412,,,,,,,,,,,,
,,,,,,,,Rangarajasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rangasamudram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Rangoi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rapaka,4,0.001412,,,,,,,,,,,,
,,,,,,,,Raparla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Raptadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rapur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rasoolpeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ratiguntapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ratnagiri,10,0.00353,,,,,,,,,,,,
,,,,,,,,Ratti,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ravada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Raviguntapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ravikampadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ravinuthala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ravipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravivalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ravudi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Ravula Kollu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ravulacheruvu,11,0.003883,,,,,,,,,,,,
,,,,,,,,Ravulakollu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rayadurg,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rayal Cheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rayalapeta,7,0.002471,,,,,,,,,,,,
,,,,,,,,Rayavaram,21,0.007413,,,,,,,,,,,,
,,,,,,,,Reddicherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Reddipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Reddivari Jambuladinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Reddivaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Reddypalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Redlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Regadadinnepalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Regatipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Regumani Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Remalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Renimakulapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Retla Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Roddam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rolagam Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rolla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rollapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Rompicherla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Routhusuramala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rowthupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,S.Hosahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,S.Mulakalapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,S.Rayapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,S.Seshampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,S.V. Puram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sadasiva Sankarapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sagarampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sakhavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sakunala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Salakalaveedu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Salanuthala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Salipeta,7,0.002471,,,,,,,,,,,,
,,,,,,,,Samarelli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Samayapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sambara,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sambepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sambuvani palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sameerapalem,6,0.002118,,,,,,,,,,,,
,,,,,,,,Sami Reddi Khandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Samireddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sammeda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sampathikota,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sanampudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sancham,11,0.003883,,,,,,,,,,,,
,,,,,,,,Sandhigam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanevaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sangala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanganapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sangapatnam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sangasamudram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sangatipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sangavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sanikavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sanjeevarao Peta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sanjeevaraya Puram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Sankara Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sankarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sankarayalapeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sankavaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Sankepalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Sankepalle Brahmanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sankurada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sankurathripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sannamur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Santha Kothavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Santha Pydipala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Santhakovvur,13,0.004589,,,,,,,,,,,,
,,,,,,,,Santhamaguluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Santhebidanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Santhoshapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sarabhapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Saradam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Saraivalasa,7,0.002471,,,,,,,,,,,,
,,,,,,,,Sarakallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarampetapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarangi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Saraswathipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saraswathivilasapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarimadugu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sarubujjili,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarvaipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarvamitta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarvereddy Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Satarlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Satha Kodu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sathambakam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Satrawada,4,0.001412,,,,,,,,,,,,
,,,,,,,,Savarajadupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Savarakothuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Savaralingupuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Savararama Krishnapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Savarasomanadha Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Savisettipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Seegipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Seerpi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Seetampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Seethamvalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Seetharama Puram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Seethayampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Seshamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Setlivaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Settigunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Settipalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Settipalle,24,0.008472,,,,,,,,,,,,
,,,,,,,,Settipeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Settiveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sevoikalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shaiksanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shamsheer Bahadurpeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Shermahammadpuram,12,0.004236,,,,,,,,,,,,
,,,,,,,,Sho.Peremula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sho.Somavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shobeerepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sibyala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddalinganapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddamanaidu Khandriga,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Siddana Konduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddarampuram,11,0.003883,,,,,,,,,,,,
,,,,,,,,Siddavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Siddepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Siddigunta  @  Umama  Heswara Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sidhantham,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sikhavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Silagam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Simharajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sindhuvada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singagudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singamnenipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Singanahalli,7,0.002471,,,,,,,,,,,,
,,,,,,,,Singanalathuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Singanamalavengamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singannagudem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Singara Botla Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singarayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singareddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Singasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirigepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirigiripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirivaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Sirugurajupalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirusuvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sitarampuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sivadi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sivagiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sivapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sivaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sivaramapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sivarampuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sivunikuppam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sodam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sollapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Somagandi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Somaghatta,8,0.002824,,,,,,,,,,,,
,,,,,,,,Somala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Somalaregada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Somalingapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Somanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Somandepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Somannapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Somarajupeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Somavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Somayajulapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Somireddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sompalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Sondipudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sonnarasanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sonnegownipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sonnegownnipalle,14,0.004942,,,,,,,,,,,,
,,,,,,,,Sontinooru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sorakayalapet,4,0.001412,,,,,,,,,,,,
,,,,,,,,South Ramapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Southpalagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sreekanthapuram  (Rural),5,0.001765,,,,,,,,,,,,
,,,,,,,,Sri Ramapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sriharipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Srikaverirajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srikolanu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Srinivasapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sriramavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srirangarajapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Srungara  Sekhara  Rajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Subbanaidu -Khandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Subramanya Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sudanagunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Suddagundlapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Suddamalla,12,0.004236,,,,,,,,,,,,
,,,,,,,,Sudikonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sundarada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sundarayyapeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunkesula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunkidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunnampadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sunnampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunnapurallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Surabhi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Surammapeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Suravaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Surendranagaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Surepalli,5,0.001765,,,,,,,,,,,,
,,,,,,,,Surjini,3,0.001059,,,,,,,,,,,,
,,,,,,,,Surutupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Suryanarayana Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Swarnajipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Syamalambapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,T Sundupalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,T.D.Parapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.K.Rajapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Pasalavandla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Sadum,14,0.004942,,,,,,,,,,,,
,,,,,,,,T.Sadumur,2,0.000706,,,,,,,,,,,,
,,,,,,,,T.Sakibanda,8,0.002824,,,,,,,,,,,,
,,,,,,,,T.Sandrapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,T.V. Ramabhadra Raju Peta,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Velamvaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tabjula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tada Khandrika,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tadendoravalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tadimarri,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tadivari Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Taduku,3,0.001059,,,,,,,,,,,,
,,,,,,,,Talada,7,0.002471,,,,,,,,,,,,
,,,,,,,,Talakondapadu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Talamarlavandla Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Talamudipi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Talatariya,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tallaburidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tallapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Talupula,22,0.007766,,,,,,,,,,,,
,,,,,,,,Tamatada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tanakal,13,0.004589,,,,,,,,,,,,
,,,,,,,,Tangalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tangutur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tangutur Vengamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tanguturu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Tarimela,7,0.002471,,,,,,,,,,,,
,,,,,,,,Tarlabylu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Tata Kuntla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Taticherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tatipadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tatiparthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tavalam,18,0.006354,,,,,,,,,,,,
,,,,,,,,Tavalamarri,10,0.00353,,,,,,,,,,,,
,,,,,,,,Tekulodu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Tekumanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tella Devarapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tella Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tellapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tenugupudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Teppalavalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ternekal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thadakanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thakkellapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thalamalla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thalambedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thallavalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thamballapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Thamidapadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thammadehalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thammaluru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thammiganipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thamminayanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thamvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thanem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thangella,8,0.002824,,,,,,,,,,,,
,,,,,,,,Thangirala Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tharigonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tharigondarajupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thatiguda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatiguntapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Thatipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatiramudu Gudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thatneri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thatrakal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Theertham,24,0.008472,,,,,,,,,,,,
,,,,,,,,Theetakal,4,0.001412,,,,,,,,,,,,
,,,,,,,,Theethavagunta Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Theliki,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thenebanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Theneegalavaripalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thenepalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thettu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thettuguntapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thimma Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thimmana Palem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thimmanayanipalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Thimmapuram,15,0.005295,,,,,,,,,,,,
,,,,,,,,Thimmapurampeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thimmareddi Palle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Thimmareddy Palem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thimmasamudram,11,0.003883,,,,,,,,,,,,
,,,,,,,,Thimmaya Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thimmayapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thippala Devi Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thippanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thippireddigaripalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Thirumalapuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Thirumandyam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thiruvatyam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thoderu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thogarakunta,11,0.003883,,,,,,,,,,,,
,,,,,,,,Thoka Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thondambattu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thondapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thondur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thorur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thota Kanuma,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thotaravulapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thotavada,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thottambedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thudumuladinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thugutlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thukivakam (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Thumadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thumba Kuppam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thumbalabeedu,1,0.000353,,,,,,,,,,,,
